Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Bellingham,Real Madrid,99.113.111,142,13,1025,11,2,1,1,6,24,18,59,136,0,8,0,0,0,1,0,0,0,0
Aleix García,Girona FC,72.562.139,130,14,1260,3,4,5,38,27,3,5,102,160,0,17,0,0,0,1,0,0,0,0
Iñaki Williams,Athletic Club,54.811.201,113,15,1233,6,3,6,12,13,21,22,70,235,0,16,0,0,0,2,0,0,0,0
Griezmann,Atlético de Madrid,85.589.829,112,13,1071,9,1,3,16,6,14,14,46,164,0,11,0,0,0,3,0,0,0,0
Isco,Real Betis,77.507.740,110,14,1144,2,2,7,33,2,28,15,68,245,0,15,0,0,0,4,0,0,0,0
sávio,Girona FC,70.553.292,108,14,1137,4,4,5,10,2,32,9,81,197,0,15,0,0,0,1,0,0,0,0
Kubo,Real Sociedad,67.921.009,105,14,970,5,2,7,14,1,16,10,52,162,0,12,0,0,0,0,0,0,0,0
Rodrygo,Real Madrid,61.745.345,105,14,969,5,4,2,7,1,28,16,36,129,1,9,0,0,0,0,0,1,0,0
Valverde,Real Madrid,66.847.159,103,14,1118,1,2,4,2,9,12,7,85,119,0,6,0,0,0,1,0,1,0,0
Dimitrievski,Rayo Vallecano,18.993.505,102,14,1260,0,0,0,0,13,1,0,114,183,0,18,0,55,0,1,0,0,1,0
Valles,UD Las Palmas,23.300.238€,101,13,1047,4,4,5,8,2,30,9,71,183,0,14,0,0,0,1,0,0,0,0
Gerard,Villarreal CF,59.534.227€,100,14,1260,0,0,0,0,12,0,0,180,240,0,18,0,48,1,2,0,0,1,0
David Soria,Getafe CF,22.317.581€,99,14,1144,5,3,5,10,12,19,20,63,217,0,15,0,0,0,2,0,0,0,0
Remiro,Real Sociedad,26.829.882€,97,14,1260,0,0,0,0,20,0,0,104,127,0,17,0,48,0,1,0,0,0,0
Gazzaniga,Girona FC,22.390.408€,94,14,801,1,4,4,23,4,1,10,55,87,0,8,0,0,0,2,0,0,0,0
Kroos,Real Madrid,47.421.229€,92,13,1045,2,2,2,3,13,6,7,72,139,0,5,0,0,0,1,0,0,0,0
Nico Williams,Athletic Club,67.608.305€,91,14,1260,0,0,0,0,11,0,0,121,112,0,25,0,67,1,1,0,0,0,0
Unai Simón,Athletic Club,21.845.398€,91,14,1085,8,1,1,5,10,14,16,32,127,0,13,0,0,0,2,0,1,0,0
Carvajal,Real Madrid,49.469.101€,90,13,1159,0,0,0,0,17,1,0,144,195,0,20,0,52,0,0,0,0,0,0
Jörgensen,Villarreal CF,16.927.665€,90,13,1170,0,0,0,0,7,0,0,80,35,0,13,0,32,0,1,0,0,0,0
Borja Mayoral,Getafe CF,24.693.328€,89,14,1170,0,0,0,0,6,0,0,123,182,0,17,0,46,0,2,0,0,1,0
Ledesma,Cádiz CF,18.451.626€,89,13,1170,0,0,1,0,5,1,0,103,125,0,16,0,40,0,2,0,0,0,0
Ter Stegen,FC Barcelona,28.301.245€,89,14,1053,4,1,3,0,6,24,12,77,137,0,13,0,0,0,1,0,0,0,0
Ayoze Pérez,Real Betis,44.290.879€,88,14,1235,2,0,1,17,26,7,5,106,185,0,17,0,0,0,2,0,0,0,0
Pepelu,Valencia CF,35.512.140€,87,14,1087,1,4,9,27,3,13,13,40,176,2,17,0,0,0,4,0,0,0,0
Yangel Herrera,Girona FC,47.952.703€,85,11,729,1,5,6,17,2,26,5,49,154,0,11,0,0,0,1,0,2,0,0
Aspas,RC Celta,39.721.690€,84,13,1170,0,0,0,0,9,1,0,81,82,0,12,0,33,0,1,0,0,0,0
Oblak,Atlético de Madrid,22.918.949€,84,13,1001,4,0,2,5,26,12,8,74,116,0,13,0,0,0,4,0,1,0,0
Gundogan,FC Barcelona,49.090.201€,84,13,1047,1,3,5,18,5,11,4,77,153,0,13,0,0,0,2,0,0,0,0
Lewandowski,FC Barcelona,71.119.326€,83,12,927,7,3,2,1,4,6,16,17,121,0,10,0,0,0,3,0,1,0,0
Dovbyk,Girona FC,39.670.275€,82,12,704,6,4,4,0,5,4,15,5,61,0,10,0,0,0,0,0,0,0,0
Mamardashvili,Valencia CF,13.248.664€,81,14,1260,0,0,0,0,11,0,0,105,157,0,18,0,36,1,1,0,0,1,0
Rakitić,Sevilla FC,30.792.712€,81,13,998,2,1,3,36,8,8,6,89,214,0,14,0,0,0,3,0,0,0,0
Zubimendi,Real Sociedad,34.015.356€,81,14,1157,2,1,1,0,24,3,4,97,116,0,15,0,0,0,2,0,0,0,0
Koundé,FC Barcelona,50.943.080€,80,13,846,1,1,1,5,37,6,4,56,73,0,9,0,0,0,0,0,0,0,0
Pezzella,Real Betis,23.278.289€,80,14,1140,0,0,0,0,68,2,2,96,103,0,11,0,0,0,3,0,0,0,0
Rioja,Deportivo Alavés,13.359.455€,78,14,1108,1,3,6,19,12,16,10,66,187,0,15,0,0,0,3,0,1,0,0
Witsel,Atlético de Madrid,29.628.561€,78,12,1010,1,0,1,0,37,0,2,66,63,0,9,0,0,0,0,0,0,0,0
Oyarzabal,Real Sociedad,33.474.798€,78,14,883,7,1,1,1,5,2,14,30,83,0,9,0,0,0,1,0,0,0,0
Hugo Duro,Valencia CF,23.703.098€,78,14,1140,6,2,3,0,7,7,13,36,105,0,16,0,0,0,1,0,1,0,0
Guruzeta,Athletic Club,26.824.398€,77,12,903,7,1,1,1,13,6,15,24,81,0,8,0,0,0,1,1,1,0,0
Morata,Atlético de Madrid,50.006.363€,77,13,937,5,2,2,16,0,33,16,40,185,0,26,0,0,0,5,0,1,0,0
Bryan,Granada CF,29.320.763€,76,13,1133,0,1,0,4,40,4,2,98,132,0,11,0,0,0,4,0,0,0,0
Hermoso,Atlético de Madrid,24.229.082€,76,14,1178,2,1,1,8,6,26,12,65,176,0,21,0,0,0,0,0,0,0,0
Bamba,RC Celta,18.214.246€,76,14,971,7,1,2,1,3,4,16,26,113,0,20,0,0,0,3,0,2,0,0
Budimir,C.A. Osasuna,17.047.578€,75,14,966,1,3,4,2,1,20,1,59,142,0,10,0,0,0,2,0,0,0,0
Fran Pérez,Valencia CF,15.133.163€,75,14,748,5,2,2,1,4,4,16,22,71,1,4,0,0,0,0,0,0,0,0
Joselu,Real Madrid,38.141.880€,75,14,873,6,0,0,1,9,8,13,46,128,0,9,0,0,1,1,0,0,0,0
Daley Blind,Girona FC,33.796.732€,74,14,1117,3,1,1,0,14,23,8,91,185,0,17,0,0,0,2,0,0,0,0
Guerra,Valencia CF,24.249.630€,74,14,1078,2,1,1,15,19,12,16,74,215,0,13,0,0,0,2,0,0,0,0
Isi,Rayo Vallecano,22.396.041€,73,14,1260,0,0,0,0,13,0,0,118,179,0,19,0,38,0,1,0,0,0,0
Sivera,Deportivo Alavés,6.772.401€,72,13,1085,2,3,4,11,6,12,9,65,169,0,16,0,0,0,5,0,1,0,0
Miguel Gutiérrez,Girona FC,25.151.105€,71,14,1152,2,0,0,3,6,13,4,107,161,0,11,0,0,1,4,0,0,0,0
Brais Méndez,Real Sociedad,40.089.464€,71,10,866,2,1,3,5,10,26,4,76,170,0,9,0,0,0,2,0,0,0,0
Sancet,Athletic Club,30.694.041€,70,13,1081,0,2,0,1,38,5,0,63,102,0,15,0,0,0,0,0,0,0,0
Kirian,UD Las Palmas,7.216.397€,70,13,1170,1,0,0,0,85,0,5,94,66,0,22,0,0,1,2,0,0,0,0
Joao Cancelo,FC Barcelona,39.765.962€,69,14,1258,0,1,0,0,59,1,8,89,147,0,18,0,0,0,4,0,0,0,1
Starfelt,RC Celta,8.863.096€,69,13,986,1,0,1,0,24,8,4,98,78,0,10,0,0,1,5,0,0,0,0
Tsygankov,Girona FC,29.816.876€,69,12,887,1,5,6,22,1,5,10,52,167,0,20,1,0,0,4,0,0,0,0
Lejeune,Rayo Vallecano,17.969.498€,69,13,979,6,1,2,0,13,14,11,22,127,0,19,0,0,0,1,0,1,0,0
Guido Rodríguez,Real Betis,12.222.076€,69,10,900,0,0,0,0,7,0,0,57,56,0,7,0,24,0,1,0,0,0,0
Álex Baena,Villarreal CF,21.349.203€,68,14,1170,0,0,0,0,13,1,0,84,178,0,19,0,31,0,1,0,0,0,0
Sorloth,Villarreal CF,16.687.546€,68,14,1255,1,0,1,1,28,1,9,87,98,0,18,0,0,1,2,0,0,0,0
Arrizabalaga,Real Madrid,16.501.104€,68,10,709,4,1,3,0,0,29,8,19,158,0,3,0,0,0,2,0,0,0,0
Rajkovic,RCD Mallorca,7.561.122€,67,13,1052,0,1,5,11,29,10,1,77,125,0,13,0,0,0,3,0,0,0,0
Maksimovic,Getafe CF,10.466.548€,67,13,1120,0,0,2,2,43,1,0,51,85,0,8,0,0,0,6,0,0,0,0
Vinícius Jr,Real Madrid,58.587.282€,67,14,1081,4,0,1,0,5,17,13,41,137,0,14,0,0,0,1,0,0,0,0
Rüdiger,Real Madrid,34.474.505€,66,11,915,2,0,0,0,31,1,4,81,79,0,12,0,0,0,3,0,0,0,0
Larsen,RC Celta,14.759.923€,65,12,1040,0,0,0,0,46,10,0,86,103,0,10,0,0,0,2,1,0,0,0
David López,Girona FC,21.091.886€,65,14,813,3,1,2,3,2,20,10,51,179,0,10,0,0,0,0,0,0,0,0
Vesga,Athletic Club,16.295.083€,65,13,1120,4,1,3,11,10,4,6,50,155,0,16,0,0,0,5,0,1,0,0
Mika Marmol,UD Las Palmas,8.483.122€,65,14,809,2,4,6,1,2,17,9,60,148,0,22,0,0,0,4,0,1,0,0
Barrenetxea,Real Sociedad,27.203.978€,64,14,1134,1,1,0,9,11,11,2,89,125,0,22,0,0,0,2,0,0,0,0
Álvaro García,Rayo Vallecano,11.634.751€,64,13,1098,1,0,1,0,19,5,5,84,113,0,13,0,0,0,1,1,0,0,0
Ramazani,UD Almería,5.650.305€,64,13,751,0,0,0,3,8,15,1,77,88,0,6,0,0,0,3,0,0,0,0
Parejo,Villarreal CF,15.513.920€,64,13,730,1,2,3,1,3,17,13,41,123,0,8,0,0,0,2,0,0,0,0
Óscar Valentín,Rayo Vallecano,8.817.794€,63,12,796,3,2,2,1,0,13,7,47,136,0,6,1,0,0,0,1,0,0,0
Camavinga,Real Madrid,26.676.211€,63,11,844,1,0,0,2,13,4,3,53,73,0,4,0,0,0,2,0,0,0,0
Joao Félix,FC Barcelona,41.714.892€,63,12,766,0,3,5,21,3,10,0,51,128,0,14,0,0,0,1,0,0,0,0
Vivian,Athletic Club,17.473.138€,62,12,941,0,1,2,2,29,0,4,69,84,0,9,0,0,0,2,0,0,0,1
Tchouaméni,Real Madrid,16.809.938€,61,14,1094,0,2,1,3,19,9,0,100,171,0,15,0,0,0,4,0,0,0,0
Darder,RCD Mallorca,14.150.556€,61,12,751,2,1,2,2,18,0,4,64,111,0,11,0,0,0,1,0,0,0,0
Iván Martín,Girona FC,10.579.722€,61,11,705,2,2,4,9,6,7,6,37,100,0,8,0,0,1,0,0,0,0,0
Alaba,Real Madrid,35.989.766€,60,14,1259,1,0,0,0,76,3,4,106,188,0,24,0,0,0,4,0,1,0,0
Traoré,Real Sociedad,16.964.136€,60,14,1146,0,0,0,0,64,1,2,84,98,0,22,0,0,1,2,0,0,0,0
Unai Nuñez,RC Celta,6.931.895€,60,14,1155,0,0,1,0,46,3,3,110,112,0,17,0,0,0,2,0,0,0,0
David García,C.A. Osasuna,15.415.782€,60,13,649,0,4,6,3,20,5,3,38,80,0,6,0,0,0,2,0,0,0,0
Saúl,Atlético de Madrid,9.325.154€,60,14,980,1,0,0,3,27,7,2,96,130,0,16,0,0,1,2,0,0,0,0
Samu Costa,RCD Mallorca,3.628.973€,60,11,655,6,0,1,1,7,1,10,15,65,0,10,1,0,0,0,0,0,0,0
Willian José,Real Betis,8.585.879€,59,14,993,0,1,1,4,17,16,1,54,147,0,9,0,0,0,1,0,0,0,0
Álex Balde,FC Barcelona,27.879.779€,59,12,943,1,1,2,2,16,12,6,52,93,0,11,0,0,0,5,0,0,0,0
Gavi,FC Barcelona,24.012.680€,59,14,1025,5,0,3,2,4,7,14,30,78,0,26,0,0,0,1,0,0,0,0
Uzuni,Granada CF,3.308.687€,59,13,653,1,3,2,2,12,11,3,69,92,0,16,0,0,0,4,0,1,0,0
Gonzalo Villar,Granada CF,2.654.774€,59,14,1018,2,0,3,3,0,10,7,50,171,0,14,0,0,0,1,0,0,0,0
Diego López,Valencia CF,8.244.336€,59,11,473,2,2,4,2,6,9,6,32,70,0,2,0,0,0,1,0,0,0,0
Samuel Lino,Atlético de Madrid,17.233.047€,59,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ancelotti,Real Madrid,605.496€,58,14,980,0,0,0,0,8,0,0,99,151,0,18,0,20,0,2,0,0,1,0
Michel,Girona FC,497.379€,58,14,990,0,0,0,0,11,0,0,112,111,0,22,0,39,2,1,0,0,0,0
Sergio Herrera,C.A. Osasuna,5.600.971€,58,14,1103,0,0,2,4,33,7,1,112,217,0,12,0,0,0,4,0,0,0,0
André F.,Granada CF,1.514.702€,58,14,1222,1,0,0,3,18,12,2,113,200,0,17,0,0,0,4,0,0,0,0
Cardona,UD Las Palmas,3.808.852€,58,14,705,1,0,0,1,25,9,7,65,79,0,12,0,0,0,2,0,0,0,0
Guevara,Deportivo Alavés,2.341.339€,58,13,801,5,0,1,4,2,8,9,35,92,0,23,0,0,0,0,0,0,0,0
Pathé Ciss,Rayo Vallecano,4.048.474€,58,13,1059,4,2,4,1,14,3,16,33,166,2,18,0,0,0,0,0,0,0,0
Arribas,UD Almería,5.199.763€,58,13,893,3,0,0,1,7,8,5,45,83,0,11,0,0,1,3,0,0,0,0
Muriqi,RCD Mallorca,15.484.370€,57,12,942,1,0,2,10,19,4,1,69,152,0,13,0,0,0,1,0,0,0,0
Gayá,Valencia CF,16.520.588€,57,13,1164,1,1,1,0,51,3,2,78,113,0,20,1,0,1,4,0,0,0,0
Catena,C.A. Osasuna,7.579.941€,57,14,814,0,1,1,0,21,2,0,52,40,0,9,0,0,0,1,0,0,0,0
Christensen,FC Barcelona,13.403.810€,57,13,791,2,1,4,5,8,4,4,41,106,0,9,0,0,0,2,0,0,0,0
Marcos Llorente,Atlético de Madrid,12.241.039€,57,10,584,0,2,3,2,1,9,5,58,94,0,3,0,0,0,1,0,0,0,0
De Paul,Atlético de Madrid,18.000.687€,57,14,1156,1,1,2,0,2,12,3,78,164,0,20,0,0,0,2,0,0,0,0
Aimar Oroz,C.A. Osasuna,8.643.445€,57,13,1145,0,1,1,26,32,5,2,80,178,0,20,0,0,0,4,0,0,0,0
Javi Hernández,Cádiz CF,2.921.443€,57,11,613,1,1,4,19,0,14,7,36,121,0,14,0,0,0,2,0,0,0,0
Suso,Sevilla FC,4.422.081€,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munir,UD Las Palmas,3.113.185€,57,14,1046,1,1,1,2,5,9,5,46,139,1,7,0,0,0,2,0,0,0,0
Gastón,Getafe CF,4.004.679€,56,13,992,1,0,0,2,40,2,2,87,138,0,12,0,0,0,3,0,0,0,0
Álex Suárez,UD Las Palmas,8.077.400€,56,14,1108,0,0,0,1,42,4,0,65,107,0,11,0,0,1,2,0,0,0,0
Paredes,Athletic Club,11.319.753€,56,14,720,1,2,1,5,6,9,4,65,95,0,11,0,0,0,3,0,0,0,0
Unai López,Rayo Vallecano,1.149.304€,56,14,505,0,2,5,4,2,7,3,41,86,0,5,0,0,0,1,0,0,0,0
Modric,Real Madrid,10.782.579€,56,12,818,1,2,8,0,1,1,8,45,108,0,8,0,0,0,1,0,0,0,0
De Galarreta,Athletic Club,6.659.237€,56,12,823,2,1,1,0,7,3,4,59,105,0,12,0,0,0,1,0,0,0,0
Roger,Cádiz CF,1.911.004€,56,9,648,2,3,4,9,1,10,7,29,109,0,8,0,0,0,2,0,0,0,0
Marc Roca,Real Betis,13.315.997€,55,13,980,3,1,1,1,19,12,8,41,140,0,15,0,0,0,1,0,1,0,0
Greenwood,Getafe CF,11.353.688€,54,11,920,0,0,0,0,46,0,0,68,78,0,13,0,0,0,3,0,0,0,0
De Marcos,Athletic Club,14.695.060€,54,14,1125,0,0,0,0,55,0,0,74,95,0,18,0,0,0,2,0,0,0,0
Chris Ramos,Cádiz CF,3.473.022€,54,14,976,0,0,0,0,33,0,0,72,79,0,11,0,0,0,4,0,0,0,0
Gabriel Paulista,Valencia CF,6.821.962€,54,10,686,0,2,2,0,8,2,1,66,81,0,7,0,0,0,2,0,0,0,0
Valjent,RCD Mallorca,5.272.147€,54,11,749,0,4,3,5,13,2,6,68,114,0,17,0,0,0,4,0,0,0,0
Koke,Atlético de Madrid,14.577.653€,54,9,562,0,1,2,0,7,23,3,60,95,0,7,0,0,0,2,0,0,0,0
Robertone,UD Almería,5.495.650€,54,13,890,0,5,4,14,16,8,0,80,203,0,13,0,0,0,4,0,0,0,0
Barrios,Atlético de Madrid,7.083.575€,53,7,630,0,0,0,0,8,0,0,53,44,0,5,0,17,0,0,0,0,0,0
Diego Rico,Getafe CF,4.576.400€,53,11,934,1,3,3,15,9,4,2,66,157,0,15,0,0,0,3,0,0,0,0
Claudio Bravo,Real Betis,2.025.974€,53,14,956,1,0,0,0,34,1,1,58,86,0,14,0,0,1,4,0,0,0,1
Le Normand,Real Sociedad,14.658.901€,53,13,1022,0,2,0,5,18,11,2,103,191,0,14,0,0,1,1,0,0,0,0
Thierry Correia,Valencia CF,6.718.880€,53,14,1220,0,0,0,10,26,12,3,102,212,0,16,0,0,1,4,0,0,0,0
Espino,Rayo Vallecano,7.021.570€,53,14,544,0,3,3,3,11,4,0,63,77,0,7,0,0,0,1,0,0,0,0
Fran García,Real Madrid,9.630.692€,53,12,713,2,1,2,7,10,4,3,55,153,0,8,0,0,0,0,0,0,0,0
Nahuel Molina,Atlético de Madrid,19.082.022€,53,13,914,0,0,0,0,34,6,0,78,73,0,14,0,0,0,1,0,0,0,0
Cristhian,Valencia CF,2.458.851€,53,13,1011,0,3,2,2,4,6,0,60,114,0,14,0,0,0,1,0,0,0,0
Guridi,Deportivo Alavés,2.273.431€,53,14,1017,1,1,1,15,8,12,5,56,141,0,18,0,0,0,4,0,0,0,0
Dani Rodríguez,RCD Mallorca,4.040.039€,53,14,625,3,0,2,3,4,7,6,27,96,0,7,0,0,0,1,0,1,0,0
Berenguer,Athletic Club,2.811.238€,53,9,619,2,1,2,5,1,9,6,28,89,0,7,0,0,0,1,0,0,0,0
Ferran Torres,FC Barcelona,11.844.014€,52,12,948,1,0,0,0,42,1,1,65,66,0,14,0,0,1,2,0,0,0,0
Jonathan Viera,UD Las Palmas,7.291.337€,52,12,887,0,1,0,0,50,3,4,71,103,0,12,1,0,0,1,0,0,0,0
Sedlar,Deportivo Alavés,967.685€,52,12,831,0,1,1,1,17,10,1,82,152,0,8,0,0,0,4,0,0,0,0
Badé,Sevilla FC,11.675.825€,52,14,863,0,0,0,3,6,11,4,66,143,0,7,0,0,0,1,0,0,0,0
Mikel Merino,Real Sociedad,20.833.131€,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loiodice,UD Las Palmas,1.998.933€,51,14,916,0,1,1,8,17,18,2,82,191,0,15,0,0,0,2,0,0,0,0
Simeone,Atlético de Madrid,563.163€,51,14,877,0,1,0,0,14,8,4,67,104,0,17,0,0,0,3,0,1,0,0
Rubén Peña,C.A. Osasuna,3.544.548€,51,14,635,0,1,2,1,12,3,2,43,73,0,9,0,0,0,3,0,0,0,0
Arnau,Girona FC,9.569.140€,51,12,804,5,0,0,0,4,1,13,12,62,0,14,0,0,0,1,0,0,0,0
Capoue,Villarreal CF,3.767.624€,51,14,411,2,1,3,19,4,6,3,22,96,0,6,0,0,0,2,0,0,0,0
Oriol Romeu,FC Barcelona,8.399.746€,51,12,619,1,1,2,7,3,20,5,25,89,0,9,0,0,0,1,0,0,0,0
En-Nesyri,Sevilla FC,7.375.388€,50,11,841,1,0,2,8,8,9,1,62,133,0,9,0,0,0,4,0,0,0,0
Lamine Yamal,FC Barcelona,18.866.853€,50,13,967,1,1,2,9,5,18,9,69,229,0,16,0,0,0,4,0,0,0,0
Ocampos,Sevilla FC,5.466.453€,50,14,414,4,1,1,0,2,4,6,10,54,0,5,0,0,0,0,0,0,0,0
Abdón,RCD Mallorca,1.412.209€,49,10,883,1,1,1,2,31,17,3,62,129,0,16,0,0,0,1,0,0,0,0
Foyth,Villarreal CF,9.178.837€,49,10,620,2,1,0,1,0,19,7,18,95,0,7,0,0,0,0,0,0,0,0
Lukébakio,Sevilla FC,8.710.859€,48,14,740,0,1,2,5,24,2,1,39,97,0,9,0,0,0,3,0,0,0,0
Miranda,Real Betis,2.830.347€,48,13,665,0,1,5,0,15,0,2,54,89,0,8,0,0,0,1,0,0,0,0
Azpilicueta,Atlético de Madrid,5.464.363€,48,14,470,1,1,1,3,4,6,4,46,69,0,5,0,0,0,1,0,0,0,0
Antonio Sánchez,RCD Mallorca,1.193.101€,48,10,339,3,1,2,3,0,9,5,14,75,0,5,0,0,0,0,0,0,0,0
Correa,Atlético de Madrid,3.049.413€,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imanol Alguacil,Real Sociedad,521.861€,47,14,1025,0,1,2,9,26,7,2,67,201,0,14,0,0,0,2,0,0,0,0
Aihen,Real Sociedad,7.296.538€,47,13,1061,0,0,0,6,21,4,2,75,163,0,16,0,0,0,1,0,0,0,0
Balliu,Rayo Vallecano,4.166.551€,47,12,638,0,2,3,4,19,1,0,37,59,0,6,0,0,0,3,0,0,0,0
Kike García,Deportivo Alavés,1.509.174€,47,14,688,2,0,1,1,8,8,12,24,98,1,8,0,0,0,1,0,1,0,0
Chadi Riad,Real Betis,3.827.611€,47,10,744,0,0,0,0,40,0,1,48,43,0,10,0,0,0,0,0,0,0,0
Mojica,C.A. Osasuna,2.644.990€,46,13,669,0,1,4,13,4,5,2,81,148,0,13,0,0,0,0,0,0,0,0
Coco,UD Las Palmas,1.919.078€,46,14,756,1,0,0,0,38,0,4,57,60,0,9,0,0,0,2,0,0,0,0
De Jong,FC Barcelona,47.939.459€,46,7,576,1,0,1,2,7,8,2,51,65,0,6,0,0,0,3,0,0,0,0
Gudelj,Sevilla FC,3.190.687€,46,12,887,1,0,1,0,35,2,3,54,91,0,15,0,0,0,5,0,0,0,0
Machís,Cádiz CF,3.745.716€,46,12,547,3,0,0,9,2,4,7,41,91,0,10,1,0,0,0,0,0,0,0
Damián,Getafe CF,1.558.684€,46,13,1022,0,1,0,14,24,8,0,74,185,0,15,0,0,0,4,0,0,0,0
Yan Couto,Girona FC,6.527.390€,45,12,615,0,1,1,13,5,3,0,38,110,0,13,0,0,0,1,0,0,0,0
Moncayola,C.A. Osasuna,1.601.939€,45,14,418,2,0,1,8,4,5,5,30,77,0,12,0,0,0,0,0,0,0,0
Rubén García,C.A. Osasuna,2.301.894€,45,12,871,0,2,2,1,6,5,2,47,85,0,13,0,0,0,1,1,0,0,0
De La Torre,RC Celta,913.172€,45,12,829,0,0,0,1,9,11,1,75,78,0,24,0,0,0,0,0,0,0,0
Dion,UD Almería,1.009.775€,45,14,894,0,0,4,21,4,19,7,58,207,0,26,0,0,0,2,0,0,0,0
Embarba,UD Almería,1.510.702€,44,13,1083,0,0,0,0,39,2,0,77,127,0,15,0,0,0,6,0,0,0,0
Zubeldia,Real Sociedad,5.677.465€,44,12,638,1,2,1,20,3,2,5,30,124,0,11,2,0,0,2,0,0,0,0
Chimy Ávila,C.A. Osasuna,2.751.650€,44,10,816,3,2,0,0,15,24,5,40,145,0,21,1,0,0,3,0,0,0,0
Boyé,Granada CF,6.424.743€,43,9,653,1,0,0,0,31,2,3,49,57,0,9,0,0,0,4,0,0,0,0
Diakhaby,Valencia CF,5.840.555€,43,14,977,0,0,1,0,57,0,1,44,95,0,19,0,0,0,3,0,0,0,0
Albiol,Villarreal CF,2.571.819€,43,14,1180,1,1,2,12,15,10,5,81,235,0,24,0,0,1,1,0,0,0,0
Mingueza,RC Celta,2.333.771€,43,14,1215,0,1,1,0,55,4,2,89,121,0,33,0,0,0,3,0,0,0,0
Miquel,Granada CF,621.424€,43,13,474,2,1,2,4,2,11,9,22,79,0,9,0,0,0,1,0,0,0,0
Riquelme,Atlético de Madrid,5.675.331€,43,12,630,1,1,1,0,3,2,4,44,55,0,8,0,0,0,2,0,0,0,0
Sow,Sevilla FC,5.564.161€,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuani,Girona FC,2.612.830€,43,13,990,0,0,0,0,10,0,0,78,133,0,28,0,36,0,1,0,0,1,0
Xavi,FC Barcelona,629.043€,43,10,519,4,0,2,0,2,10,10,15,69,0,9,0,0,0,2,0,0,0,0
Ernesto Valverde,Athletic Club,493.223€,42,9,582,1,1,1,4,12,2,2,38,87,0,5,0,0,0,1,0,0,0,0
Maximiano,UD Almería,1.751.614€,42,14,817,1,0,3,17,18,3,3,61,151,0,13,0,0,0,4,0,0,0,0
Samu,Deportivo Alavés,1.565.986€,42,14,996,0,0,0,1,9,7,1,75,91,0,19,0,0,0,2,0,0,0,0
Yuri,Athletic Club,5.613.818€,42,13,599,0,0,0,3,7,8,1,41,121,0,7,0,0,0,2,0,1,0,0
Duarte,Deportivo Alavés,4.252.922€,42,12,769,0,0,0,2,8,6,1,72,87,0,11,1,0,0,0,0,0,0,0
Eric García,Girona FC,5.680.238€,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fran Beltrán,RC Celta,1.623.058€,42,13,598,0,3,2,8,13,11,0,36,120,0,8,0,0,0,1,0,0,0,0
Trejo,Rayo Vallecano,1.258.384€,42,12,897,0,0,2,2,16,10,0,60,158,0,10,0,0,0,0,0,0,0,1
